title,prices,star_rating,Best_seller,author,co_author,formats,list_form,more_buying_choices,Num_of_offers,num_ratings
Sponsored,"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",4.5,False,Erik Smith,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Essential Oils For Beginners: How Essential Oils Change Change Your Life', 'by', 'Erik Smith', '4.5 out of 5 stars', '4', 'Kindle Edition', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy']",,,4
Vintage Photos 1961 Photo Althea Kelly Witness Missing Crime Slaying Commonwealth Police 8x10,[],,False,,,[],"['Vintage Photos 1961 Photo Althea Kelly Witness Missing Crime Slaying Commonwealth Police 8x10', 'More Buying Choices$14.99', '(1 used offer)']",$14.99,1,
The Easy Cannabis Cookbook: 60+ Medical Marijuana Recipes for Sweet and Savory Edibles,"['$14.77$14.77', '$14.77$14.77']",4.5,False,Cheri Sicard,,"['Paperback', 'Kindle']","['The Easy Cannabis Cookbook: 60+ Medical Marijuana Recipes for Sweet and Savory Edibles', 'by', 'Cheri Sicard', '4.5 out of 5 stars', '46', 'Paperback', '$14.77$14.77', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$9.98', '(37 used & new offers)', 'Other format:', 'Kindle']",$9.98,37,46
"In the Circuit court of the United States ... ninth circuit ... William Sharon, complainant, vs. Sarah Althea Hill, respondent. Oral argument for complainant by Wm. M. Stewart","['$20.99$20.99', '$20.99$20.99']",,False,,,"['Paperback', 'Hardcover']","['In the Circuit court of the United States ... ninth circuit ... William Sharon, complainant, vs. Sarah Althea Hill, respondent. Oral argument for complainant by Wm. M. Stewart', 'by William M. 1827-1909 Stewart', 'Paperback', '$20.99$20.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Other format:', 'Hardcover']",,,
"Practical Solutions for Back Pain Relief: 40 Mind-Body Exercises to Move Better, Feel Better, and Relieve Pain Permanently","['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.6,False,,,"['Kindle', 'Paperback']","['Practical Solutions for Back Pain Relief: 40 Mind-Body Exercises to Move Better, Feel Better, and Relieve Pain Permanently', 'by Dana Santas CSCS E-RYT', '4.6 out of 5 stars', '35', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,35
Althea: dialogues in aspirations and duties,"['$25.99$25.99', '$25.99$25.99']",,False,,,"['Paperback', 'Hardcover']","['Althea: dialogues in aspirations and duties', 'by Vernon Lee', 'Paperback', '$25.99$25.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Other format:', 'Hardcover']",,,
"National Park, City Playground: Mount Rainier in the Twentieth Century (Samuel and Althea Stroum Book (Paperback))","['$18.00$18.00', '$18.00$18.00', '$30.00$30.00', '$30.00$30.00', '$3.99 shipping']",5.0,False,,,['Paperback'],"['National Park, City Playground: Mount Rainier in the Twentieth Century (Samuel and Althea Stroum Book (Paperback))', 'by Theodore R. Catton', '5.0 out of 5 stars', '2', 'Paperback', '$18.00$18.00', '$30.00$30.00', '$3.99 shipping', 'Only 2 left in stock - order soon.', 'More Buying Choices$11.33', '(41 used & new offers)']",$11.33,41,2
Crochet Stitches: 25+ Popular Crochet Stitches To Learn In One Day,"['$8.95$8.95', '$8.95$8.95']",,False,,,['Paperback'],"['Crochet Stitches: 25+ Popular Crochet Stitches To Learn In One Day', 'by Althea Press', 'Paperback', '$8.95$8.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.13', '(7 used & new offers)']",$3.13,7,
"Althea; or, The morning glory","['$18.99$18.99', '$18.99$18.99']",,False,,,"['Paperback', 'Hardcover']","['Althea; or, The morning glory', 'by R S. 1831-1917 Pollard', 'Paperback', '$18.99$18.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Other format:', 'Hardcover']",,,
The Car That Brought You Here Still Runs (A Samuel and Althea Stroum Book),"['$30.00$30.00', '$30.00$30.00']",4.6,False,Frances McCue,,['Hardcover'],"['The Car That Brought You Here Still Runs (A Samuel and Althea Stroum Book)', 'by', 'Frances McCue', 'and Mary Randlett', '4.6 out of 5 stars', '4', 'Hardcover', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$2.24', '(53 used & new offers)']",$2.24,53,4
A Best-Selling Hebrew Book of the Modern Era: The <i>Book of the Covenant</i> of Pinhas Hurwitz and Its Remarkable Legacy (Samuel and Althea Stroum Lectures in Jewish Studies),"['$44.60$44.60', '$44.60$44.60']",,False,David B. Ruderman,,"['Kindle', 'Hardcover']","['A Best-Selling Hebrew Book of the Modern Era: The <i>Book of the Covenant</i> of Pinhas Hurwitz and Its Remarkable Legacy (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by', 'David B. Ruderman', 'Kindle', '$44.60$44.60', 'Other format:', 'Hardcover']",,,
Loving This Man,"['$15.95$15.95', '$15.95$15.95']",5.0,False,Althea Prince,,['Paperback'],"['Loving This Man', 'by', 'Althea Prince', '5.0 out of 5 stars', '1', 'Paperback', '$15.95$15.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.99', '(24 used & new offers)']",$8.99,24,1
Behavioral Activation for PTSD: A Workbook for Men: Reduce Anxiety and Take Charge of Your Life,"['$14.25$14.25', '$14.25$14.25', '$19.99$19.99', '$19.99$19.99']",4.9,False,Lisa Campbell PhD,,"['Paperback', 'Kindle']","['Behavioral Activation for PTSD: A Workbook for Men: Reduce Anxiety and Take Charge of Your Life', 'by', 'Lisa Campbell PhD', ',', 'Karie A. Kermath', ', et al.', '4.9 out of 5 stars', '14', 'Paperback', '$14.25$14.25', '$19.99$19.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$9.00', '(28 used & new offers)', 'Other format:', 'Kindle']",$9.00,28,14
Althea,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",,False,,,"['Kindle', 'Hardcover', 'Paperback']","['Althea', 'by Juan Alonso', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other formats:', 'Hardcover', ',', 'Paperback']",,,
Althea: Personalized Name Notebook/Journal  Perfect Gift For Women & Girls 100 Pages A4,"['$6.80$6.80', '$6.80$6.80']",,False,,,['Paperback'],"['Althea: Personalized Name Notebook/Journal  Perfect Gift For Women & Girls 100 Pages A4', 'by ML Press', 'Paperback', '$6.80$6.80', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon']",,,
"Doris Chase, Artist in Motion: From Painting and Sculpture to Video Art (Samuel and Althea Stroum Books)","['$5.90$5.90', '$5.90$5.90', '$38.00$38.00', '$38.00$38.00', '$3.99 shipping']",,False,Patricia Failing,,['Hardcover'],"['Doris Chase, Artist in Motion: From Painting and Sculpture to Video Art (Samuel and Althea Stroum Books)', 'by', 'Patricia Failing', 'Hardcover', '$5.90$5.90', '$38.00$38.00', '$3.99 shipping', 'Only 3 left in stock - order soon.', 'More Buying Choices$3.75', '(45 used & new offers)']",$3.75,45,
Each Day a Gift: A Gratitude Devotional for Women: 90 Devotions to Make a Habit of Praise and Thanks,"['$14.99$14.99', '$14.99$14.99']",,False,,,['Paperback'],"['Each Day a Gift: A Gratitude Devotional for Women: 90 Devotions to Make a Habit of Praise and Thanks', 'by Sabrina Lawton', 'Paperback', '$14.99$14.99', 'Get it as soon as Tue, Apr 16', 'FREE Shipping on orders over $25 shipped by Amazon', 'Pre-order. Available April 16, 2019']",,,
Vintage photo of Althea Gibson and Miss Christine Truman.,"['$34.90$34.90', '$34.90$34.90', '$9.99 shipping']",,False,,,[],"['Vintage photo of Althea Gibson and Miss Christine Truman.', '$34.90$34.90', '$9.99 shipping', 'Only 1 left in stock - order soon.']",,,
The Addiction Recovery Workbook: Powerful Skills for Preventing Relapse Every Day,"['$16.13$16.13', '$16.13$16.13', '$22.99$22.99', '$22.99$22.99']",4.7,False,Paula A. Freedman Psy.D.,,"['Paperback', 'Kindle']","['The Addiction Recovery Workbook: Powerful Skills for Preventing Relapse Every Day', 'by', 'Paula A. Freedman Psy.D.', '4.7 out of 5 stars', '4', 'Paperback', '$16.13$16.13', '$22.99$22.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$14.66', '(17 used & new offers)', 'Other format:', 'Kindle']",$14.66,17,4
"A Parent's Guide to Divorce: How to Raise Happy, Resilient Kids Through Turbulent Times","['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",5.0,False,Karen Becker MA,,"['Kindle', 'Paperback']","[""A Parent's Guide to Divorce: How to Raise Happy, Resilient Kids Through Turbulent Times"", 'by', 'Karen Becker MA', '5.0 out of 5 stars', '5', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,5
Their Day in the Sun: Women of the 1932 Olympics (Samuel and Althea Stroum Books),"['$30.00$30.00', '$30.00$30.00']",5.0,False,Doris Hinson Pieroth,,"['Paperback', 'Hardcover']","['Their Day in the Sun: Women of the 1932 Olympics (Samuel and Althea Stroum Books)', 'by', 'Doris Hinson Pieroth', '5.0 out of 5 stars', '2', 'Paperback', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$3.49', '(46 used & new offers)', 'Other format:', 'Hardcover']",$3.49,46,2
Make Yourself a Teacher: Rabbinic Tales of Mentors and Disciples (Samuel and Althea Stroum Lectures in Jewish Studies),"['$25.50$25.50', '$25.50$25.50', '$30.00$30.00', '$30.00$30.00', '$3.99 shipping']",,False,,,"['Paperback', 'Hardcover']","['Make Yourself a Teacher: Rabbinic Tales of Mentors and Disciples (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by Susan Handelman', 'Paperback', '$25.50$25.50', '$30.00$30.00', '$3.99 shipping', 'More Buying Choices$17.29', '(23 used & new offers)', 'Other formats:', 'Audible Audiobook', ',', 'Hardcover']",$17.29,23,
Changing the Game: The Stories of Tennis Champions Alice Marble and Althea Gibson (Women Who Dared Series),[],,False,Sue Davidson,,['Paperback'],"['Changing the Game: The Stories of Tennis Champions Alice Marble and Althea Gibson (Women Who Dared Series)', 'by', 'Sue Davidson', 'Paperback', 'More Buying Choices$11.58', '(8 used offers)']",$11.58,8,
Boundaries of Jewish Identity (Samuel and Althea Stroum Book) (Samuel and Althea Stroum Book (Paperback)),"['$30.00$30.00', '$30.00$30.00']",,False,,,"['Paperback', 'Hardcover']","['Boundaries of Jewish Identity (Samuel and Althea Stroum Book) (Samuel and Althea Stroum Book (Paperback))', 'by Susan A Glenn and Naomi B Sokoloff', 'Paperback', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$8.88', '(36 used & new offers)', 'Other format:', 'Hardcover']",$8.88,36,
Break Free: Acceptance and Commitment Therapy in 3 Steps: A Workbook for Overcoming Self-Doubt and Embracing Life,"['$0.00$0.00', '$0.00$0.00', 'Or $4.99 to buy']",4.4,False,,,"['Kindle', 'Paperback']","['Break Free: Acceptance and Commitment Therapy in 3 Steps: A Workbook for Overcoming Self-Doubt and Embracing Life', 'by Tanya J. Peterson and Shawn E. Verdin M.A.', '4.4 out of 5 stars', '28', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $4.99 to buy', 'Other format:', 'Paperback']",,,28
The Odyssey of China's Imperial Art Treasures (Samuel and Althea Stroum Book (Paperback)),"['$23.00$23.00', '$23.00$23.00']",4.0,False,,,"['Paperback', 'Hardcover']","[""The Odyssey of China's Imperial Art Treasures (Samuel and Althea Stroum Book (Paperback))"", 'by Jeannette Shambaugh Elliot and David Shambaugh', '4.0 out of 5 stars', '1', 'Paperback', '$23.00$23.00', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 2 left in stock (more on the way).', 'More Buying Choices$13.18', '(39 used & new offers)', 'Other format:', 'Hardcover']",$13.18,39,1
Asians in Colorado: A History of Persecution and Perseverance in the Centennial State (Samuel and Althea Stroum Books),"['$29.95$29.95', '$29.95$29.95', '$50.00$50.00', '$50.00$50.00', '$3.99 shipping']",4.0,False,,,"['Hardcover', 'Kindle', 'Paperback']","['Asians in Colorado: A History of Persecution and Perseverance in the Centennial State (Samuel and Althea Stroum Books)', 'by William Wei', '4.0 out of 5 stars', '1', 'Hardcover', '$29.95$29.95', '$50.00$50.00', '$3.99 shipping', 'Only 2 left in stock - order soon.', 'More Buying Choices$18.10', '(33 used & new offers)', 'Other formats:', 'Kindle', ',', 'Paperback']",$18.10,33,1
Chang'an 26 BCE: An Augustan Age in China (Samuel and Althea Stroum),"['$65.52$65.52', '$65.52$65.52', '$70.00$70.00', '$70.00$70.00']",,False,,,['Hardcover'],"[""Chang'an 26 BCE: An Augustan Age in China (Samuel and Althea Stroum)"", 'by Michael Nylan and Griet Vankeerberghen', 'Hardcover', '$65.52$65.52', '$70.00$70.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$55.04', '(27 used & new offers)']",$55.04,27,
The Politics of Righteousness: Idaho Christian Patriotism (Samuel and Althea Stroum Books),"['$22.91$22.91', '$22.91$22.91', '$25.00$25.00', '$25.00$25.00']",4.5,False,,,"['Paperback', 'Hardcover']","['The Politics of Righteousness: Idaho Christian Patriotism (Samuel and Althea Stroum Books)', 'by James A. Aho', '4.5 out of 5 stars', '3', 'Paperback', '$22.91$22.91', '$25.00$25.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$8.97', '(43 used & new offers)', 'Other format:', 'Hardcover']",$8.97,43,3
Indian Rock Art of the Columbia Plateau (Samuel and Althea Stroum Books),"['$13.77$13.77', '$13.77$13.77']",3.6,False,James D. Keyser,,"['Kindle', 'Hardcover', 'Paperback']","['Indian Rock Art of the Columbia Plateau (Samuel and Althea Stroum Books)', 'by', 'James D. Keyser', '3.6 out of 5 stars', '5', 'Kindle', '$13.77$13.77', 'Other formats:', 'Hardcover', ',', 'Paperback']",,,5
Paul Horiuchi: East and West (Samuel and Althea Stroum Book (Paperback)),"['$30.00$30.00', '$30.00$30.00']",4.8,False,Barbara Johns,,['Paperback'],"['Paul Horiuchi: East and West (Samuel and Althea Stroum Book (Paperback))', 'by', 'Barbara Johns', '4.8 out of 5 stars', '8', 'Paperback', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 3 left in stock (more on the way).', 'More Buying Choices$16.29', '(37 used & new offers)']",$16.29,37,8
And the View from the Shore: Literary Traditions of Hawai'i (Samuel and Althea Stroum Books),"['$28.50$28.50', '$28.50$28.50']",4.4,False,Stephen H. Sumida,,"['Kindle', 'Hardcover', 'Paperback']","[""And the View from the Shore: Literary Traditions of Hawai'i (Samuel and Althea Stroum Books)"", 'by', 'Stephen H. Sumida', '4.4 out of 5 stars', '2', 'Kindle', '$28.50$28.50', 'Other formats:', 'Hardcover', ',', 'Paperback']",,,2
Alzheimer's Through the Stages: A Caregiver's Guide,"['$18.99$18.99', '$18.99$18.99']",,False,,,['Paperback'],"[""Alzheimer's Through the Stages: A Caregiver's Guide"", 'by Mary Moller MSW  CAS', 'Paperback', '$18.99$18.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'Pre-order. Available May 14, 2019']",,,
Penguins: Natural History and Conservation (Samuel and Althea Stroum Books),"['$31.16$31.16', '$31.16$31.16']",4.5,False,,,"['Kindle', 'Hardcover', 'Paperback']","['Penguins: Natural History and Conservation (Samuel and Althea Stroum Books)', 'by Pablo Garcia Borboroglu and P. Dee Boersma', '4.5 out of 5 stars', '10', 'Kindle', '$31.16$31.16', 'Other formats:', 'Hardcover', ',', 'Paperback']",,,10
Ladies of the Night,"['$9.99$9.99', '$9.99$9.99']",5.0,False,Althea Prince,,"['Kindle', 'Paperback']","['Ladies of the Night', 'by', 'Althea Prince', '5.0 out of 5 stars', '1', 'Kindle', '$9.99$9.99', 'Other format:', 'Paperback']",,,1
Narwhals: Arctic Whales in a Melting World (Samuel and Althea Stroum Book),"['$20.43$20.43', '$20.43$20.43', '$22.95$22.95', '$22.95$22.95']",4.0,False,Todd McLeish,,"['Paperback', 'Kindle', 'Hardcover']","['Narwhals: Arctic Whales in a Melting World (Samuel and Althea Stroum Book)', 'by', 'Todd McLeish', '4.0 out of 5 stars', '6', 'Paperback', '$20.43$20.43', '$22.95$22.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$14.56', '(40 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$14.56,40,6
Plains Indian Rock Art (Samuel and Althea Stroum Books),"['$19.25$19.25', '$19.25$19.25']",4.6,False,James D. Keyser,,"['Kindle', 'Paperback']","['Plains Indian Rock Art (Samuel and Althea Stroum Books)', 'by', 'James D. Keyser', 'and Michael A. Klassen', '4.6 out of 5 stars', '2', 'Kindle', '$19.25$19.25', 'Other format:', 'Paperback']",,,2
Fairytales Slashed: Volume 8,"['$5.99$5.99', '$5.99$5.99']",3.0,False,,,[],"['Fairytales Slashed: Volume 8', 'by Samantha M. Derr (Editor), Althea Clare Duffy, et al.', '3.0 out of 5 stars', '1', 'Kindle Edition', '$5.99$5.99']",,,1
The Politics of Black Women's Hair by Althea Prince (2010-03-31),"['$16.01$16.01', '$16.01$16.01', '$3.98 shipping']",4.6,False,Althea Prince,,['Paperback'],"[""The Politics of Black Women's Hair by Althea Prince (2010-03-31)"", 'by', 'Althea Prince', '4.6 out of 5 stars', '3', 'Paperback', '$16.01$16.01', '$3.98 shipping', 'More Buying Choices$12.87', '(26 used & new offers)']",$12.87,26,3
The Jewish Life Cycle: Rites of Passage from Biblical to Modern Times (Samuel and Althea Stroum Lectures in Jewish Studies),"['$22.50$22.50', '$22.50$22.50', '$25.00$25.00', '$25.00$25.00']",4.0,False,Ivan G. Marcus,,['Paperback'],"['The Jewish Life Cycle: Rites of Passage from Biblical to Modern Times (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by', 'Ivan G. Marcus', '4.0 out of 5 stars', '1', 'Paperback', '$22.50$22.50', '$25.00$25.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 2 left in stock (more on the way).', 'More Buying Choices$15.59', '(45 used & new offers)']",$15.59,45,1
What We Talk about When We Talk about Hebrew (and What It Means to Americans) (Samuel and Althea Stroum Lectures in Jewish Studies),"['$16.50$16.50', '$16.50$16.50']",,False,,,[],"['What We Talk about When We Talk about Hebrew (and What It Means to Americans) (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by Naomi B. Sokoloff and Nancy E. Berg', 'Kindle Edition', '$16.50$16.50']",,,
The Practical Herbal Medicine Handbook: Your Quick Reference Guide to Healing Herbs & Remedies by Althea Press (2014) Paperback,"['$14.32$14.32', '$14.32$14.32', '$3.98 shipping']",,False,,,['Paperback'],"['The Practical Herbal Medicine Handbook: Your Quick Reference Guide to Healing Herbs & Remedies by Althea Press (2014) Paperback', 'Paperback', '$14.32$14.32', '$3.98 shipping', 'More Buying Choices$11.55', '(32 used & new offers)']",$11.55,32,
"Dagny: Dagny Juel Przybyszewska, the Woman and the Myth (Samuel and Althea Stroum Book (Hardcover))","['$90.00$90.00', '$90.00$90.00', '$95.00$95.00', '$95.00$95.00']",4.0,False,Mary Kay Norseng,,['Hardcover'],"['Dagny: Dagny Juel Przybyszewska, the Woman and the Myth (Samuel and Althea Stroum Book (Hardcover))', 'by', 'Mary Kay Norseng', '4.0 out of 5 stars', '1', 'Hardcover', '$90.00$90.00', '$95.00$95.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$7.94', '(41 used & new offers)']",$7.94,41,1
"Seeking Salaam: Ethiopians, Eritreans, and Somalis in the Pacific Northwest (Samuel and Althea Stroum Books)","['$17.31$17.31', '$17.31$17.31']",3.5,False,Sandra M. Chait,,"['Kindle', 'Hardcover', 'Paperback']","['Seeking Salaam: Ethiopians, Eritreans, and Somalis in the Pacific Northwest (Samuel and Althea Stroum Books)', 'by', 'Sandra M. Chait', '3.5 out of 5 stars', '2', 'Kindle', '$17.31$17.31', 'Other formats:', 'Hardcover', ',', 'Paperback']",,,2
Agnon's Moonstruck Lovers: The Song of Songs in Israeli Culture (Samuel and Althea Stroum Lectures in Jewish Studies),"['$26.92$26.92', '$26.92$26.92', '$30.00$30.00', '$30.00$30.00']",,False,,,"['Paperback', 'Hardcover']","[""Agnon's Moonstruck Lovers: The Song of Songs in Israeli Culture (Samuel and Althea Stroum Lectures in Jewish Studies)"", 'by Ilana Pardes', 'Paperback', '$26.92$26.92', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$22.00', '(26 used & new offers)', 'Other format:', 'Hardcover']",$22.00,26,
Treason,"['$2.99$2.99', '$2.99$2.99']",2.9,False,,,[],"['Treason', 'by Althea Claire Duffy', '2.9 out of 5 stars', '3', 'Kindle Edition', '$2.99$2.99']",,,3
"Arctic Spectacles: The Frozen North in Visual Culture, 1818-1875 (Samuel and Althea Stroum Books)",[],5.0,False,,,"['Paperback', 'Hardcover']","['Arctic Spectacles: The Frozen North in Visual Culture, 1818-1875 (Samuel and Althea Stroum Books)', 'by Russell Alan Potter', '5.0 out of 5 stars', '1', 'Paperback', 'More Buying Choices$9.98', '(21 used & new offers)', 'Other format:', 'Hardcover']",$9.98,21,1
Ornament: A Modern Perspective (Samuel and Althea Stroum Books),[],4.7,False,James Trilling,,['Hardcover'],"['Ornament: A Modern Perspective (Samuel and Althea Stroum Books)', 'by', 'James Trilling', '4.7 out of 5 stars', '2', 'Hardcover', 'More Buying Choices$74.34', '(18 used & new offers)']",$74.34,18,2
"The Seattle Bungalow: People and Houses, 1900-1940 (A Samuel and Althea Stroum Book)","['$27.00$27.00', '$27.00$27.00', '$30.00$30.00', '$30.00$30.00']",3.7,False,,,['Paperback'],"['The Seattle Bungalow: People and Houses, 1900-1940 (A Samuel and Althea Stroum Book)', 'by Janet D. Ore', '3.7 out of 5 stars', '6', 'Paperback', '$27.00$27.00', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$6.00', '(50 used & new offers)']",$6.00,50,6
Prayer Journal for Women: Illustrations and Verses to Inspire Faith and Deepen Your Prayer Life,"['$13.99$13.99', '$13.99$13.99']",4.9,False,Crystal Brothers,,['Paperback'],"['Prayer Journal for Women: Illustrations and Verses to Inspire Faith and Deepen Your Prayer Life', 'by', 'Crystal Brothers', '4.9 out of 5 stars', '20', 'Paperback', '$13.99$13.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$9.99', '(10 used & new offers)']",$9.99,10,20
When the River Ran Wild! Indian Traditions on the Mid-Columbia and the Warm Springs Reservation,"['$22.86$22.86', '$22.86$22.86']",5.0,False,,,['Paperback'],"['When the River Ran Wild! Indian Traditions on the Mid-Columbia and the Warm Springs Reservation', 'by George W. Aguilar Sr.', '5.0 out of 5 stars', '3', 'Paperback', '$22.86$22.86', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 5 left in stock (more on the way).', 'More Buying Choices$5.00', '(57 used & new offers)']",$5.00,57,3
Cherokee Messenger (The Civilization of the American Indian Series),"['$18.45$18.45', '$18.45$18.45', '$24.95$24.95', '$24.95$24.95', '$3.99 shipping']",4.3,False,Althea Bass,,['Paperback'],"['Cherokee Messenger (The Civilization of the American Indian Series)', 'by', 'Althea Bass', '4.3 out of 5 stars', '3', 'Paperback', '$18.45$18.45', '$24.95$24.95', '$3.99 shipping', 'More Buying Choices$11.05', '(82 used & new offers)']",$11.05,82,3
Big Bosses: A Working Girl’s Memoir of Jazz Age America,"['$7.00$7.00', '$7.00$7.00', '$15.00$15.00', '$15.00$15.00', '$3.99 shipping']",4.0,False,Althea McDowell Altemus,,"['Paperback', 'Kindle', 'Hardcover']","['Big Bosses: A Working Girl’s Memoir of Jazz Age America', 'by', 'Althea McDowell Altemus', 'and Robin F. Bachin', '4.0 out of 5 stars', '14', 'Paperback', '$7.00$7.00', '$15.00$15.00', '$3.99 shipping', 'Only 1 left in stock - order soon.', 'More Buying Choices$2.07', '(112 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$2.07,112,14
Boss of Black Brooklyn: The Life and Times of Bertram L. Baker,"['$17.37$17.37', '$17.37$17.37', '$29.95$29.95', '$29.95$29.95']",5.0,False,,,"['Hardcover', 'Kindle']","['Boss of Black Brooklyn: The Life and Times of Bertram L. Baker', 'by Ron Howell', '5.0 out of 5 stars', '2', 'Hardcover', '$17.37$17.37', '$29.95$29.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$11.11', '(90 used & new offers)', 'Other format:', 'Kindle']",$11.11,90,2
"Columbia River Basketry: Gift of the Ancestors, Gift of the Earth (Samuel and Althea Stroum Book (Paperback))","['$31.13$31.13', '$31.13$31.13', '$34.95$34.95', '$34.95$34.95']",4.7,False,,,"['Paperback', 'Hardcover']","['Columbia River Basketry: Gift of the Ancestors, Gift of the Earth (Samuel and Althea Stroum Book (Paperback))', 'by Schlick', '4.7 out of 5 stars', '6', 'Paperback', '$31.13$31.13', '$34.95$34.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock - order soon.', 'More Buying Choices$9.99', '(101 used & new offers)', 'Other format:', 'Hardcover']",$9.99,101,6
I. L. Peretz and the Making of Modern Jewish Culture (Samuel and Althea Stroum Lectures in Jewish Studies),"['$90.45$90.45', '$90.45$90.45', '$95.00$95.00', '$95.00$95.00']",5.0,False,Ruth R. Wisse,,"['Hardcover', 'Kindle', 'Paperback']","['I. L. Peretz and the Making of Modern Jewish Culture (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by', 'Ruth R. Wisse', '5.0 out of 5 stars', '1', 'Hardcover', '$90.45$90.45', '$95.00$95.00', 'FREE Shipping', 'More Buying Choices$4.75', '(38 used & new offers)', 'Other formats:', 'Kindle', ',', 'Paperback']",$4.75,38,1
Grateful Praise!: A Gratitude Journal for Women of Faith,"['$10.49$10.49', '$10.49$10.49', '$14.99$14.99', '$14.99$14.99']",,False,,,['Paperback'],"['Grateful Praise!: A Gratitude Journal for Women of Faith', 'by Lisa Zech', 'Paperback', '$10.49$10.49', '$14.99$14.99', 'Get it as soon as Tue, Apr 16', 'FREE Shipping on orders over $25 shipped by Amazon', 'Pre-order. Available April 16, 2019']",,,
